gene	chr	s1	s2
Vitvi13g02139	chr13	10568741	10570077
Vitvi13g00877	chr13	10570078	10594086
Vitvi13g00878	chr13	10596329	10603448
Vitvi13g00879	chr13	10603867	10605067
Vitvi13g00880	chr13	10644195	10645515
Vitvi13g00881	chr13	10655986	10659925
Vitvi13g00882	chr13	10673593	10673790
Vitvi13g00883	chr13	10677543	10701771
Vitvi13g02140	chr13	10723181	10724173
Vitvi13g00885	chr13	10736816	10736989
Vitvi13g00886	chr13	10749380	10753733
Vitvi13g00887	chr13	10753857	10762363
Vitvi13g00888	chr13	10771689	10773480
Vitvi13g00889	chr13	10774812	10775366
Vitvi13g00890	chr13	10786628	10786966
Vitvi13g00891	chr13	10788056	10788991
Vitvi13g00892	chr13	10798800	10798979
Vitvi13g00893	chr13	10801622	10802452
Vitvi13g00894	chr13	10820956	10821255
Vitvi13g00895	chr13	10830348	10830875
Vitvi13g00896	chr13	10838190	10839689
Vitvi13g00897	chr13	10864103	10868417
Vitvi13g00898	chr13	10871146	10875819
Vitvi13g00899	chr13	10902567	10903997
Vitvi13g00900	chr13	10906677	10907047
Vitvi13g00901	chr13	10908327	10908563
Vitvi13g00902	chr13	10920099	10923706
Vitvi13g00903	chr13	10996876	11066659
Vitvi13g00904	chr13	11072031	11074912
Vitvi13g00905	chr13	11097947	11100582
Vitvi13g00906	chr13	11113360	11122913
Vitvi13g02141	chr13	11126470	11126754
Vitvi13g00907	chr13	11130510	11130897
Vitvi13g00908	chr13	11131139	11131336
Vitvi13g00909	chr13	11140013	11142715
Vitvi13g00910	chr13	11146351	11149097
Vitvi13g00911	chr13	11150144	11157016
Vitvi13g00912	chr13	11166323	11169782
Vitvi13g00913	chr13	11189878	11190027
Vitvi13g00914	chr13	11190313	11191108
Vitvi13g00915	chr13	11213303	11213659
Vitvi13g00916	chr13	11223769	11224125
Vitvi13g00917	chr13	11227368	11229147
Vitvi13g00918	chr13	11233580	11237804
Vitvi13g02142	chr13	11244879	11260359
Vitvi13g02143	chr13	11297175	11298207
Vitvi13g02144	chr13	11332280	11333584
Vitvi13g02145	chr13	11337547	11342042
Vitvi13g00919	chr13	11342378	11344882
Vitvi13g02146	chr13	11345602	11345991
Vitvi13g02147	chr13	11346053	11354391
Vitvi13g00920	chr13	11380188	11381346
Vitvi13g00921	chr13	11390707	11398215
Vitvi13g00922	chr13	11401946	11405866
Vitvi13g00923	chr13	11409883	11426603
Vitvi13g00924	chr13	11435054	11445010
Vitvi13g00925	chr13	11445701	11447798
Vitvi13g00926	chr13	11468920	11469208
Vitvi13g02148	chr13	11498840	11499117
Vitvi13g00927	chr13	11532766	11533388
Vitvi13g00928	chr13	11548549	11549986
Vitvi13g00929	chr13	11557024	11575678
Vitvi13g00930	chr13	11590383	11591496
Vitvi13g02149	chr13	11608451	11609007
Vitvi13g02150	chr13	11616525	11620688
Vitvi13g00931	chr13	11681249	11691265
Vitvi13g00932	chr13	11724647	11735674
Vitvi13g00933	chr13	11771117	11782134
Vitvi13g00934	chr13	11793224	11825992
Vitvi13g02151	chr13	11876362	11876616
Vitvi13g02152	chr13	11883801	11884567
Vitvi13g00936	chr13	11909760	11910449
Vitvi13g02153	chr13	11911366	11914903
Vitvi13g00937	chr13	11929813	11933734
Vitvi13g00938	chr13	11958531	11962734
Vitvi13g00939	chr13	11968624	11969266
Vitvi13g00940	chr13	11971041	11972133
Vitvi13g00941	chr13	11996075	11997410
Vitvi13g00942	chr13	12000571	12014757
Vitvi13g02154	chr13	12017841	12020574
Vitvi13g02155	chr13	12021403	12022271
Vitvi13g00943	chr13	12022745	12023288
Vitvi13g00944	chr13	12023690	12030377
Vitvi13g00945	chr13	12033969	12034099
Vitvi13g00946	chr13	12036173	12044326
Vitvi13g02156	chr13	12044809	12046956
Vitvi13g02157	chr13	12047150	12047308
Vitvi13g02158	chr13	12050340	12050522
Vitvi13g00947	chr13	12055157	12056541
Vitvi13g02159	chr13	12077688	12090033
Vitvi13g02160	chr13	12110007	12114344
Vitvi13g02161	chr13	12117272	12117893
Vitvi13g02162	chr13	12119022	12123473
Vitvi13g00948	chr13	12146292	12146772
Vitvi13g00949	chr13	12155022	12155847
Vitvi13g02163	chr13	12173399	12176995
Vitvi13g02164	chr13	12180812	12209159
Vitvi13g02165	chr13	12246298	12247148
Vitvi13g00950	chr13	12270566	12289264
Vitvi13g00951	chr13	12295042	12297459
Vitvi13g00952	chr13	12315933	12316141
Vitvi13g00953	chr13	12327573	12327915
Vitvi13g02166	chr13	12333212	12333640
Vitvi13g00954	chr13	12334580	12342753
Vitvi13g00955	chr13	12362279	12363245
Vitvi13g00956	chr13	12376399	12390540
Vitvi13g02167	chr13	12393024	12393807
Vitvi13g00957	chr13	12404033	12404218
Vitvi13g00958	chr13	12412104	12412358
Vitvi13g00959	chr13	12427142	12454369
Vitvi13g00960	chr13	12483357	12485520
Vitvi13g02168	chr13	12528757	12529588
Vitvi13g02169	chr13	12533543	12535185
Vitvi13g02170	chr13	12550381	12550509
Vitvi13g00961	chr13	12552780	12554738
Vitvi13g00962	chr13	12559743	12572103
Vitvi13g00963	chr13	12586959	12589288
Vitvi13g00964	chr13	12589679	12590241
Vitvi13g00965	chr13	12619340	12621184
Vitvi13g00966	chr13	12621391	12621666
Vitvi13g00967	chr13	12621790	12622653
Vitvi13g00968	chr13	12622810	12623136
Vitvi13g02171	chr13	12665061	12665537
Vitvi13g00969	chr13	12708942	12711584
Vitvi13g00970	chr13	12742680	12743090
Vitvi13g02172	chr13	12791282	12792035
Vitvi13g00972	chr13	12804027	12820621
Vitvi13g00973	chr13	12838537	12842740
Vitvi13g00974	chr13	12857553	12859138
Vitvi13g02173	chr13	12860736	12863382
Vitvi13g00975	chr13	12901507	12938412
Vitvi13g00978	chr13	12939785	12940061
Vitvi13g00979	chr13	12980241	12981106
Vitvi13g00980	chr13	12984721	12986974
Vitvi13g00981	chr13	12994773	12997082
Vitvi13g00982	chr13	13006804	13006983
Vitvi13g00983	chr13	13007111	13007302
Vitvi13g00984	chr13	13010763	13011370
Vitvi13g00985	chr13	13033166	13033455
Vitvi13g00986	chr13	13038867	13047648
Vitvi13g02174	chr13	13054372	13055234
Vitvi13g02175	chr13	13055845	13059724
Vitvi13g02176	chr13	13061666	13067049
Vitvi13g00987	chr13	13083277	13083657
Vitvi13g00988	chr13	13091980	13095723
Vitvi13g00989	chr13	13099931	13122526
Vitvi13g00990	chr13	13158780	13170197
Vitvi13g00991	chr13	13175099	13178180
Vitvi13g00992	chr13	13212177	13213932
Vitvi13g00993	chr13	13216416	13217909
Vitvi13g00994	chr13	13236305	13240130
Vitvi13g02177	chr13	13285080	13291058
Vitvi13g00995	chr13	13344443	13346437
Vitvi13g00996	chr13	13356193	13357192
Vitvi13g00997	chr13	13359257	13359897
Vitvi13g00998	chr13	13387629	13456401
Vitvi13g01000	chr13	13487381	13487533
Vitvi13g01001	chr13	13501744	13502862
Vitvi13g01003	chr13	13510666	13511725
Vitvi13g01004	chr13	13515386	13516177
Vitvi13g01005	chr13	13521377	13521598
Vitvi13g01006	chr13	13523197	13526120
Vitvi13g01007	chr13	13555909	13561398
Vitvi13g01008	chr13	13588194	13622061
Vitvi13g02178	chr13	13627341	13628214
Vitvi13g01009	chr13	13636647	13636910
Vitvi13g01010	chr13	13660745	13661255
Vitvi13g01011	chr13	13662667	13670119
Vitvi13g01012	chr13	13673982	13674326
Vitvi13g01013	chr13	13676082	13682459
Vitvi13g01015	chr13	13686222	13686734
Vitvi13g01016	chr13	13688153	13688803
Vitvi13g01017	chr13	13691021	13691230
Vitvi13g01018	chr13	13691570	13692248
Vitvi13g01019	chr13	13701928	13702359
Vitvi13g01020	chr13	13728003	13728173
Vitvi13g01021	chr13	13728420	13730207
Vitvi13g01022	chr13	13731829	13768981
Vitvi13g01025	chr13	13780756	13780947
Vitvi13g02179	chr13	13781378	13781848
Vitvi13g01026	chr13	13782467	13787761
Vitvi13g01027	chr13	13793862	13794286
Vitvi13g02180	chr13	13794658	13795306
Vitvi13g02181	chr13	13798427	13799113
Vitvi13g01028	chr13	13809599	13813409
Vitvi13g01029	chr13	13822698	13822931
Vitvi13g01030	chr13	13828182	13829429
Vitvi13g01031	chr13	13866037	13885820
Vitvi13g01033	chr13	13893939	13973836
Vitvi13g02182	chr13	13982771	13984496
Vitvi13g01034	chr13	14197212	14198240
Vitvi13g01035	chr13	14202327	14204131
Vitvi13g01036	chr13	14227545	14231217
Vitvi13g02183	chr13	14232212	14232382
Vitvi13g01037	chr13	14238942	14239791
Vitvi13g01038	chr13	14242806	14242982
Vitvi13g01039	chr13	14243924	14244996
Vitvi13g01040	chr13	14245066	14246275
Vitvi13g01041	chr13	14249421	14250719
Vitvi13g01042	chr13	14311718	14311879
Vitvi13g01043	chr13	14331898	14344059
Vitvi13g01044	chr13	14355978	14457271
Vitvi13g01048	chr13	14465753	14466927
Vitvi13g01049	chr13	14480592	14481080
Vitvi13g01050	chr13	14485570	14518516
Vitvi13g01051	chr13	14547532	14547774
Vitvi13g01052	chr13	14551104	14554003
Vitvi13g02184	chr13	14571342	14586097
Vitvi13g01053	chr13	14588043	14588894
Vitvi13g01054	chr13	14631538	14631928
Vitvi13g01055	chr13	14634582	14634818
Vitvi13g01056	chr13	14644415	14650589
Vitvi13g01057	chr13	14672683	14718346
Vitvi13g01058	chr13	14752852	14758870
Vitvi13g01059	chr13	14772805	14774395
Vitvi13g01060	chr13	14781785	14805660
Vitvi13g01061	chr13	14811125	14817598
Vitvi13g02185	chr13	14821029	14824388
Vitvi13g01062	chr13	14825203	14857952
Vitvi13g01065	chr13	14861437	14863995
Vitvi13g02186	chr13	14888862	14894177
Vitvi13g01066	chr13	14897195	14898554
Vitvi13g01067	chr13	14926810	14928902
Vitvi13g01068	chr13	14936465	14943162
Vitvi13g01070	chr13	14946591	14948787
Vitvi13g02187	chr13	14959337	14960146
Vitvi13g02188	chr13	14960168	14960498
Vitvi13g01071	chr13	14969006	14974935
Vitvi13g02189	chr13	14974936	14975315
Vitvi13g01072	chr13	14978997	14980111
Vitvi13g01073	chr13	14985401	14985792
Vitvi13g01074	chr13	14994720	14996779
Vitvi13g01075	chr13	15055093	15062870
Vitvi13g01076	chr13	15066956	15067117
Vitvi13g01077	chr13	15096855	15108233
Vitvi13g01079	chr13	15115813	15123891
Vitvi13g01080	chr13	15126328	15127010
Vitvi13g01081	chr13	15129625	15129885
Vitvi13g01082	chr13	15152764	15154693
Vitvi13g01083	chr13	15158702	15183523
Vitvi13g01085	chr13	15184513	15189304
Vitvi13g01086	chr13	15196807	15200918
Vitvi13g02190	chr13	15228807	15232906
Vitvi13g01087	chr13	15233177	15234527
Vitvi13g02191	chr13	15251552	15253283
Vitvi13g02192	chr13	15254962	15255851
Vitvi13g01088	chr13	15260224	15277011
Vitvi13g01089	chr13	15305936	15306100
Vitvi13g01090	chr13	15314839	15315339
Vitvi13g02193	chr13	15316202	15319682
Vitvi13g02194	chr13	15319683	15325295
Vitvi13g01091	chr13	15332385	15339628
Vitvi13g02195	chr13	15343710	15348018
Vitvi13g01092	chr13	15367336	15367667
Vitvi13g01093	chr13	15410903	15411200
Vitvi13g01094	chr13	15414086	15422671
Vitvi13g01095	chr13	15430709	15442749
Vitvi13g01096	chr13	15458284	15473690
Vitvi13g02196	chr13	15481000	15510732
Vitvi13g01097	chr13	15511090	15512652
Vitvi13g01098	chr13	15517092	15518735
Vitvi13g01099	chr13	15520840	15523238
Vitvi13g01100	chr13	15529815	15531776
Vitvi13g01101	chr13	15534254	15536329
Vitvi13g01102	chr13	15554056	15579271
Vitvi13g01103	chr13	15586547	15586741
Vitvi13g01104	chr13	15590959	15592421
Vitvi13g01106	chr13	15592653	15593087
Vitvi13g02197	chr13	15604715	15606782
Vitvi13g01107	chr13	15612157	15620507
Vitvi13g01108	chr13	15629485	15629882
Vitvi13g01109	chr13	15630941	15631144
Vitvi13g01110	chr13	15633232	15641934
Vitvi13g01111	chr13	15668187	15668510
Vitvi13g02198	chr13	15675968	15677899
Vitvi13g02199	chr13	15678785	15678943
Vitvi13g01112	chr13	15679445	15679594
Vitvi13g02200	chr13	15683623	15684117
Vitvi13g01113	chr13	15686194	15707690
Vitvi13g01114	chr13	15735425	15747874
Vitvi13g01115	chr13	15782801	15783809
Vitvi13g01116	chr13	15825889	15826263
Vitvi13g01117	chr13	15826557	15826841
Vitvi13g01118	chr13	15826993	15827193
Vitvi13g01119	chr13	15839710	15844258
Vitvi13g01120	chr13	15869176	15870308
Vitvi13g01121	chr13	15870769	15901731
Vitvi13g01122	chr13	15902161	15902456
Vitvi13g02201	chr13	15908047	15908840
Vitvi13g01123	chr13	15991718	15995212
Vitvi13g01124	chr13	16006063	16006308
Vitvi13g01125	chr13	16022564	16024344
Vitvi13g01126	chr13	16056652	16060116
Vitvi13g01130	chr13	16075714	16078850
Vitvi13g01132	chr13	16079475	16117376
Vitvi13g01133	chr13	16132199	16132360
Vitvi13g01134	chr13	16150633	16176676
Vitvi13g01137	chr13	16190297	16192565
Vitvi13g01138	chr13	16201710	16201961
Vitvi13g01139	chr13	16228058	16266038
Vitvi13g01141	chr13	16271933	16272088
Vitvi13g01862	chr13	16294725	16297723
Vitvi13g01144	chr13	16320450	16339625
Vitvi13g01145	chr13	16365810	16386882
Vitvi13g01146	chr13	16413998	16430638
Vitvi13g01148	chr13	16463767	16465022
Vitvi13g01149	chr13	16465142	16466151
Vitvi13g01150	chr13	16472686	16472834
Vitvi13g01151	chr13	16473032	16479137
Vitvi13g02202	chr13	16483443	16485206
Vitvi13g01152	chr13	16486285	16487772
Vitvi13g01153	chr13	16515895	16518909
Vitvi13g01154	chr13	16543865	16544068
Vitvi13g01155	chr13	16553232	16579453
Vitvi13g01156	chr13	16596758	16596961
Vitvi13g01157	chr13	16614416	16615497
Vitvi13g02203	chr13	16628379	16630355
Vitvi13g02204	chr13	16631702	16632208
Vitvi13g01158	chr13	16647259	16648252
Vitvi13g01159	chr13	16652731	16672728
Vitvi13g01161	chr13	16686130	16689098
Vitvi13g01163	chr13	16707090	16711085
Vitvi13g02205	chr13	16712115	16712777
Vitvi13g01164	chr13	16716849	16717745
Vitvi13g01165	chr13	16721766	16721939
Vitvi13g01166	chr13	16722253	16723233
Vitvi13g01167	chr13	16726557	16734016
Vitvi13g01168	chr13	16736428	16746039
Vitvi13g01170	chr13	16754109	16762207
Vitvi13g01171	chr13	16762352	16826066
Vitvi13g01173	chr13	16846538	16934654
Vitvi13g02206	chr13	16939321	16944535
Vitvi13g02207	chr13	16982152	16982418
Vitvi13g02208	chr13	16987168	16987560
Vitvi13g01174	chr13	16993285	16994050
Vitvi13g01175	chr13	17011188	17022465
Vitvi13g01177	chr13	17022683	17025108
Vitvi13g02209	chr13	17026045	17026433
Vitvi13g02210	chr13	17032839	17037704
Vitvi13g02211	chr13	17046788	17048562
Vitvi13g02212	chr13	17054471	17057148
Vitvi13g02213	chr13	17057694	17058515
Vitvi13g02214	chr13	17060250	17060831
Vitvi13g01178	chr13	17061973	17062176
Vitvi13g02215	chr13	17067073	17067789
Vitvi13g02216	chr13	17071492	17081247
Vitvi13g02217	chr13	17087797	17092465
Vitvi13g01179	chr13	17093596	17102252
Vitvi13g01180	chr13	17139206	17145142
Vitvi13g02218	chr13	17155880	17158655
Vitvi13g02219	chr13	17194026	17194430
Vitvi13g02220	chr13	17213563	17213790
Vitvi13g01181	chr13	17237535	17253621
Vitvi13g01182	chr13	17268339	17269770
Vitvi13g01183	chr13	17280576	17280901
Vitvi13g01184	chr13	17290679	17297769
Vitvi13g02221	chr13	17298431	17301325
Vitvi13g01185	chr13	17312060	17312213
Vitvi13g02222	chr13	17322935	17327283
Vitvi13g01186	chr13	17327354	17328731
Vitvi13g02223	chr13	17364677	17367924
Vitvi13g02224	chr13	17369804	17373604
Vitvi13g01187	chr13	17413647	17415827
Vitvi13g02225	chr13	17428327	17431223
Vitvi13g01188	chr13	17456538	17456674
Vitvi13g01189	chr13	17458173	17462104
Vitvi13g02226	chr13	17467986	17481341
Vitvi13g02227	chr13	17482523	17483215
Vitvi13g01190	chr13	17492480	17495103
Vitvi13g02228	chr13	17506710	17512612
Vitvi13g01191	chr13	17528302	17528625
Vitvi13g02229	chr13	17535617	17537096
Vitvi13g02230	chr13	17550574	17561401
Vitvi13g02231	chr13	17619433	17619864
Vitvi13g02232	chr13	17635299	17636129
Vitvi13g02233	chr13	17640187	17640927
Vitvi13g02234	chr13	17644570	17645227
Vitvi13g02235	chr13	17645228	17646340
Vitvi13g02236	chr13	17649316	17652853
Vitvi13g01192	chr13	17667226	17667810
Vitvi13g02237	chr13	17672688	17672828
Vitvi13g01193	chr13	17675978	17676145
Vitvi13g01194	chr13	17688679	17688962
Vitvi13g01195	chr13	17690120	17705499
Vitvi13g01197	chr13	17723722	17736512
Vitvi13g01198	chr13	17742573	17744410
Vitvi13g01199	chr13	17750246	17762227
Vitvi13g01200	chr13	17772198	17783457
Vitvi13g01203	chr13	17788619	17795592
Vitvi13g02238	chr13	17796102	17800791
Vitvi13g02239	chr13	17810313	17811362
Vitvi13g01204	chr13	17839599	17839748
Vitvi13g01205	chr13	17847119	17871799
Vitvi13g01206	chr13	17882538	17883091
Vitvi13g01207	chr13	17889659	17891216
Vitvi13g01208	chr13	17893455	17893893
Vitvi13g01209	chr13	17903598	17919940
Vitvi13g01212	chr13	17925742	17932517
Vitvi13g02240	chr13	17956149	17956652
Vitvi13g02241	chr13	17963802	17969247
Vitvi13g02242	chr13	17989889	17990796
Vitvi13g01213	chr13	18005963	18007021
Vitvi13g02243	chr13	18011625	18016473
Vitvi13g01214	chr13	18017324	18018262
Vitvi13g01215	chr13	18019088	18121256
Vitvi13g02244	chr13	18138745	18139337
Vitvi13g02245	chr13	18143581	18147880
Vitvi13g01222	chr13	18162703	18179142
Vitvi13g01224	chr13	18199966	18200127
Vitvi13g01225	chr13	18200155	18216551
Vitvi13g01226	chr13	18218723	18221676
Vitvi13g01227	chr13	18224667	18308953
Vitvi13g01229	chr13	18321081	18322828
Vitvi13g01230	chr13	18322936	18323716
Vitvi13g01231	chr13	18337831	18344831
Vitvi13g01232	chr13	18346641	18361682
Vitvi13g01233	chr13	18363592	18374748
Vitvi13g01234	chr13	18391808	18401633
Vitvi13g01235	chr13	18425606	18425758
Vitvi13g02246	chr13	18428528	18431553
Vitvi13g01236	chr13	18487887	18489227
Vitvi13g01237	chr13	18511603	18533552
Vitvi13g01239	chr13	18538128	18539052
Vitvi13g02247	chr13	18540321	18550706
Vitvi13g01240	chr13	18554419	18556919
Vitvi13g01241	chr13	18558177	18558344
Vitvi13g01242	chr13	18565055	18579329
Vitvi13g01243	chr13	18581229	18593921
Vitvi13g01244	chr13	18595994	18602362
Vitvi13g02248	chr13	18615585	18615893
Vitvi13g01245	chr13	18621172	18624782
Vitvi13g02249	chr13	18630876	18632141
Vitvi13g01246	chr13	18632975	18634082
Vitvi13g01247	chr13	18637371	18638262
Vitvi13g01248	chr13	18638343	18640328
Vitvi13g02250	chr13	18641719	18647890
Vitvi13g01249	chr13	18659391	18659543
Vitvi13g01250	chr13	18693798	18695803
Vitvi13g02251	chr13	18711047	18715986
Vitvi13g01251	chr13	18728369	18738034
Vitvi13g02252	chr13	18747299	18751990
Vitvi13g01252	chr13	18759395	18760987
Vitvi13g02253	chr13	18783343	18791209
Vitvi13g02254	chr13	18796115	18796946
Vitvi13g02255	chr13	18805593	18812188
Vitvi13g01253	chr13	18813037	18815893
Vitvi13g02256	chr13	18836154	18837035
Vitvi13g02257	chr13	18838386	18839873
Vitvi13g02258	chr13	18848782	18849132
Vitvi13g02259	chr13	18849405	18850915
Vitvi13g02260	chr13	18853400	18860493
Vitvi13g01254	chr13	18867526	18889153
Vitvi13g01256	chr13	18891612	18950614
Vitvi13g01257	chr13	18972930	18998663
Vitvi13g01259	chr13	19000039	19001800
Vitvi13g01260	chr13	19002851	19003332
Vitvi13g01261	chr13	19003786	19004413
Vitvi13g01262	chr13	19022060	19022218
Vitvi13g01263	chr13	19023420	19023614
Vitvi13g01264	chr13	19036884	19039008
Vitvi13g01265	chr13	19046098	19054032
Vitvi13g01266	chr13	19082785	19090571
Vitvi13g01267	chr13	19092146	19097516
Vitvi13g01268	chr13	19098023	19098304
Vitvi13g02261	chr13	19141085	19150035
Vitvi13g01269	chr13	19157341	19157651
Vitvi13g01270	chr13	19161154	19161445
Vitvi13g01272	chr13	19165216	19174793
Vitvi13g02262	chr13	19184685	19195411
Vitvi13g01273	chr13	19200820	19201465
Vitvi13g01274	chr13	19204434	19216032
Vitvi13g01275	chr13	19260581	19260799
Vitvi13g01276	chr13	19262305	19270451
Vitvi13g02263	chr13	19270969	19285951
Vitvi13g02264	chr13	19292085	19296259
Vitvi13g01277	chr13	19308398	19308796
Vitvi13g01278	chr13	19309263	19310161
Vitvi13g01279	chr13	19321775	19321924
Vitvi13g01280	chr13	19339511	19344720
Vitvi13g02265	chr13	19354557	19355321
Vitvi13g02266	chr13	19369331	19378141
Vitvi13g01281	chr13	19385335	19385716
Vitvi13g01282	chr13	19386856	19387011
Vitvi13g02267	chr13	19392475	19395831
Vitvi13g01283	chr13	19397116	19398134
Vitvi13g02268	chr13	19398444	19400670
Vitvi13g02269	chr13	19406797	19425851
Vitvi13g01285	chr13	19426705	19442907
Vitvi13g01286	chr13	19451326	19452429
Vitvi13g02270	chr13	19452682	19453332
Vitvi13g02271	chr13	19461941	19470831
Vitvi13g02272	chr13	19484033	19491645
Vitvi13g02273	chr13	19493452	19512628
Vitvi13g01287	chr13	19520492	19530838
Vitvi13g02274	chr13	19533002	19533403
Vitvi13g01288	chr13	19533482	19536723
Vitvi13g02275	chr13	19537320	19538501
Vitvi13g01289	chr13	19548201	19548966
Vitvi13g01290	chr13	19584183	19584417
Vitvi13g01291	chr13	19615673	19619318
Vitvi13g01292	chr13	19619704	19619910
Vitvi13g01293	chr13	19624793	19627109
Vitvi13g01294	chr13	19638408	19640506
Vitvi13g01295	chr13	19645945	19646874
Vitvi13g01296	chr13	19650002	19651325
Vitvi13g01297	chr13	19653346	19654516
Vitvi13g01298	chr13	19657771	19678669
Vitvi13g01299	chr13	19685469	19688422
Vitvi13g01300	chr13	19691583	19694571
Vitvi13g01302	chr13	19694572	19697612
Vitvi13g02276	chr13	19697613	19701270
Vitvi13g01303	chr13	19701801	19703962
Vitvi13g02277	chr13	19708755	19710790
Vitvi13g01304	chr13	19712934	19729086
Vitvi13g01305	chr13	19731395	19733644
Vitvi13g01306	chr13	19734508	19746091
Vitvi13g01875	chr13	19765857	19768001
Vitvi13g01307	chr13	19771350	19773899
Vitvi13g01308	chr13	19776489	19777349
Vitvi13g01310	chr13	19777740	19779274
Vitvi13g01311	chr13	19781381	19782298
Vitvi13g01312	chr13	19786475	19793544
Vitvi13g01313	chr13	19799188	19806801
Vitvi13g01874	chr13	19824471	19826083
Vitvi13g01314	chr13	19849631	19851342
Vitvi13g01315	chr13	19853407	19853835
Vitvi13g02278	chr13	19856764	19859350
Vitvi13g01316	chr13	19863954	19864651
Vitvi13g01317	chr13	19885404	19887624
Vitvi13g01876	chr13	19898383	19900842
Vitvi13g01318	chr13	19908410	19910781
Vitvi13g01873	chr13	19920236	19922669
Vitvi13g01319	chr13	19950125	19953248
Vitvi13g01320	chr13	19965193	19967840
Vitvi13g01322	chr13	19994600	19994815
Vitvi13g02279	chr13	19999682	20000935
Vitvi13g01870	chr13	20004965	20005438
Vitvi13g02280	chr13	20013700	20018997
Vitvi13g02281	chr13	20026936	20027176
Vitvi13g01323	chr13	20033514	20039292
Vitvi13g02282	chr13	20045933	20053163
Vitvi13g01324	chr13	20068642	20073000
Vitvi13g01325	chr13	20090433	20100284
Vitvi13g01327	chr13	20106367	20112985
Vitvi13g02283	chr13	20112986	20114686
Vitvi13g02284	chr13	20114696	20115988
Vitvi13g02285	chr13	20116010	20130911
Vitvi13g02286	chr13	20137406	20139459
Vitvi13g01328	chr13	20150790	20154297
Vitvi13g01329	chr13	20160387	20160716
Vitvi13g01330	chr13	20162079	20163039
Vitvi13g01331	chr13	20167998	20168156
Vitvi13g02287	chr13	20207353	20218236
Vitvi13g01332	chr13	20229034	20229183
Vitvi13g01333	chr13	20235480	20239817
Vitvi13g01334	chr13	20241655	20241834
Vitvi13g02288	chr13	20254172	20256774
Vitvi13g01335	chr13	20302972	20307504
Vitvi13g01336	chr13	20317611	20327990
Vitvi13g01337	chr13	20345770	20348152
Vitvi13g01338	chr13	20369392	20370886
Vitvi13g01339	chr13	20380640	20380885
Vitvi13g01340	chr13	20381299	20383508
Vitvi13g01341	chr13	20399849	20408397
Vitvi13g01342	chr13	20413412	20430258
Vitvi13g02289	chr13	20434381	20434617
Vitvi13g02290	chr13	20446690	20447075
Vitvi13g01343	chr13	20458428	20463308
Vitvi13g02291	chr13	20466010	20476117
Vitvi13g02292	chr13	20476755	20477551
Vitvi13g01344	chr13	20479139	20479348
Vitvi13g02293	chr13	20481406	20483100
Vitvi13g02294	chr13	20485080	20488186
Vitvi13g01345	chr13	20502560	20511742
Vitvi13g01346	chr13	20517020	20524583
Vitvi13g01347	chr13	20533492	20539188
Vitvi13g01348	chr13	20539882	20559211
Vitvi13g02295	chr13	20575489	20576014
Vitvi13g01349	chr13	20582402	20583153
Vitvi13g01350	chr13	20603243	20626978
Vitvi13g01351	chr13	20630523	20637800
Vitvi13g02296	chr13	20641635	20642858
Vitvi13g01352	chr13	20667083	20736701
Vitvi13g01353	chr13	20739124	20744492
Vitvi13g01354	chr13	20747872	20752944
Vitvi13g01355	chr13	20767080	20812109
Vitvi13g01356	chr13	20814685	20815112
Vitvi13g01357	chr13	20842048	20851951
Vitvi13g02297	chr13	20865456	20869721
Vitvi13g01358	chr13	20877315	20882517
Vitvi13g02298	chr13	20885160	20886640
Vitvi13g02299	chr13	20890334	20893394
Vitvi13g01359	chr13	20899631	20900603
Vitvi13g01360	chr13	20911362	20912461
Vitvi13g01361	chr13	20919611	21020115
Vitvi13g01364	chr13	21020551	21029113
Vitvi13g02300	chr13	21030709	21031635
Vitvi13g01365	chr13	21034044	21034234
Vitvi13g02301	chr13	21091047	21091862
Vitvi13g02302	chr13	21092129	21093089
Vitvi13g01366	chr13	21097274	21097941
Vitvi13g01367	chr13	21098454	21098630
Vitvi13g02303	chr13	21101342	21101981
Vitvi13g02304	chr13	21108541	21111423
Vitvi13g02305	chr13	21113091	21113628
Vitvi13g02306	chr13	21114259	21114862
Vitvi13g02307	chr13	21115122	21115916
Vitvi13g02308	chr13	21125627	21125975
Vitvi13g02309	chr13	21129412	21154413
Vitvi13g02310	chr13	21165010	21165105
Vitvi13g02311	chr13	21166907	21167437
Vitvi13g01368	chr13	21179462	21180490
Vitvi13g01369	chr13	21187310	21240167
Vitvi13g02312	chr13	21242658	21246641
Vitvi13g02313	chr13	21247824	21254469
Vitvi13g01370	chr13	21258823	21260238
Vitvi13g02314	chr13	21261877	21263262
Vitvi13g01371	chr13	21263727	21268421
Vitvi13g01372	chr13	21305100	21305282
Vitvi13g01373	chr13	21314892	21317472
Vitvi13g02315	chr13	21328621	21329631
Vitvi13g02316	chr13	21330451	21336661
Vitvi13g01374	chr13	21336693	21336872
Vitvi13g01375	chr13	21336986	21337144
Vitvi13g02317	chr13	21348591	21352318
Vitvi13g01376	chr13	21357049	21357804
Vitvi13g01377	chr13	21388230	21388469
Vitvi13g01378	chr13	21396390	21397729
Vitvi13g01379	chr13	21404874	21406108
Vitvi13g01382	chr13	21408933	21477972
Vitvi13g01384	chr13	21479574	21559105
Vitvi13g01385	chr13	21566678	21569807
Vitvi13g01386	chr13	21571531	21580762
Vitvi13g01387	chr13	21609645	21610442
Vitvi13g01388	chr13	21618121	21618475
