# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Vitvi05g02190	Vitvi05g02190	Vitvi05g02190.t01	protein_coding	1	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	3
Vitvi05g02191	Vitvi05g02191	Vitvi05g02191.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g02226	Vitvi05g02226	Vitvi05g02226.t01	protein_coding	13	30	47	64	0	0	0	0	0	1	0	45	2	11	47	0	0	0	2	0	5	7	4	24	10
Vitvi05g02227	Vitvi05g02227	Vitvi05g02227.t01	protein_coding	1	5	7	142	20	0	0	0	0	0	0	5	0	7	7	0	0	0	2	0	0	1	1	2	111
Vitvi05g02228	Vitvi05g02228	Vitvi05g02228.t01	protein_coding	0	2	2	53	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	52
Vitvi05g02229	Vitvi05g02229	Vitvi05g02229.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g02250	Vitvi05g02250	Vitvi05g02250.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi05g02250	Vitvi05g02250	Vitvi05g02250.t02	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi05g02251	Vitvi05g02251	Vitvi05g02251.t01	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
Vitvi05g02270	Vitvi05g02270	Vitvi05g02270.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00070	Vitvi06g00070	Vitvi06g00070.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00071	Vitvi06g00071	Vitvi06g00071.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00071	Vitvi06g00071	Vitvi06g00071.t02	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00071	Vitvi06g00071	Vitvi06g00071.t03	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00266	Vitvi06g00266	Vitvi06g00266.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi06g00267	Vitvi06g00267	Vitvi06g00267.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00267	Vitvi06g00267	Vitvi06g00267.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00267	Vitvi06g00267	Vitvi06g00267.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00267	Vitvi06g00267	Vitvi06g00267.t04	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00267	Vitvi06g00267	Vitvi06g00267.t05	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00322	Vitvi06g00322	Vitvi06g00322.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi06g00323	Vitvi06g00323	Vitvi06g00323.t01	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Vitvi06g00324	Vitvi06g00324	Vitvi06g00324.t01	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Vitvi06g00354	Vitvi06g00354	Vitvi06g00354.t01	protein_coding	2	3	5	14	0	0	1	0	0	0	0	2	0	11	5	0	0	0	1	0	2	0	0	3	0
Vitvi06g00519	Vitvi06g00519	Vitvi06g00519.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00520	Vitvi06g00520	Vitvi06g00520.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00627	Vitvi06g00627	Vitvi06g00627.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00628	Vitvi06g00628	Vitvi06g00628.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00679	Vitvi06g00679	Vitvi06g00679.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00680	Vitvi06g00680	Vitvi06g00680.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00714	Vitvi06g00714	Vitvi06g00714.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi06g00715	Vitvi06g00715	Vitvi06g00715.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi06g00731	Vitvi06g00731	Vitvi06g00731.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi06g00732	Vitvi06g00732	Vitvi06g00732.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00732	Vitvi06g00732	Vitvi06g00732.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00736	Vitvi06g00736	Vitvi06g00736.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00737	Vitvi06g00737	Vitvi06g00737.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00737	Vitvi06g00737	Vitvi06g00737.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00751	Vitvi06g00751	Vitvi06g00751.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00752	Vitvi06g00752	Vitvi06g00752.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00753	Vitvi06g00753	Vitvi06g00753.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00794	Vitvi06g00794	Vitvi06g00794.t01	protein_coding	0	0	2	54	0	0	0	0	0	0	0	7	0	46	2	0	0	0	0	0	0	0	0	0	1
Vitvi06g00795	Vitvi06g00795	Vitvi06g00795.t01	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Vitvi06g00798	Vitvi06g00798	Vitvi06g00798.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi06g00827	Vitvi06g00827	Vitvi06g00827.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi06g00828	Vitvi06g00828	Vitvi06g00828.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g00918	Vitvi06g00918	Vitvi06g00918.t01	protein_coding	4	4	5	29	3	1	1	0	0	0	0	10	2	5	5	0	0	0	1	0	0	2	0	3	10
Vitvi06g00964	Vitvi06g00964	Vitvi06g00964.t01	protein_coding	1	10	15	52	3	0	0	0	0	0	0	8	1	40	15	0	0	0	1	0	0	0	0	9	2
Vitvi06g01130	Vitvi06g01130	Vitvi06g01130.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01130	Vitvi06g01130	Vitvi06g01130.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01130	Vitvi06g01130	Vitvi06g01130.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01131	Vitvi06g01131	Vitvi06g01131.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01161	Vitvi06g01161	Vitvi06g01161.t01	protein_coding	0	2	0	10	0	1	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	4
Vitvi06g01161	Vitvi06g01161	Vitvi06g01161.t02	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7
Vitvi06g01707	Vitvi06g01707	Vitvi06g01707.t01	protein_coding	0	0	0	13	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	2
Vitvi06g01710	Vitvi06g01710	Vitvi06g01710.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01745	Vitvi06g01745	Vitvi06g01745.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi06g01770	Vitvi06g01770	Vitvi06g01770.t01	protein_coding	0	2	1	30	0	0	0	0	0	0	0	21	0	1	1	0	0	0	0	0	0	0	2	0	8
Vitvi06g01771	Vitvi06g01771	Vitvi06g01771.t01	protein_coding	0	2	1	31	0	1	3	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	26
Vitvi06g01778	Vitvi06g01778	Vitvi06g01778.t01	protein_coding	0	2	2	26	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	26
Vitvi06g01779	Vitvi06g01779	Vitvi06g01779.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi06g01803	Vitvi06g01803	Vitvi06g01803.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00004	Vitvi07g00004	Vitvi07g00004.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00005	Vitvi07g00005	Vitvi07g00005.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi07g00006	Vitvi07g00006	Vitvi07g00006.t01	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Vitvi07g00061	Vitvi07g00061	Vitvi07g00061.t01	protein_coding	1	0	0	6	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2
Vitvi07g00061	Vitvi07g00061	Vitvi07g00061.t02	protein_coding	1	0	0	6	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	2
Vitvi07g00216	Vitvi07g00216	Vitvi07g00216.t01	protein_coding	0	1	0	39	2	0	0	0	0	0	0	35	0	3	0	0	0	0	1	0	0	0	0	0	0
Vitvi07g00217	Vitvi07g00217	Vitvi07g00217.t01	protein_coding	0	3	4	39	0	0	1	0	0	0	0	32	0	3	4	0	0	0	0	0	0	0	0	3	3
Vitvi07g00245	Vitvi07g00245	Vitvi07g00245.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi07g00300	Vitvi07g00300	Vitvi07g00300.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00301	Vitvi07g00301	Vitvi07g00301.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00326	Vitvi07g00326	Vitvi07g00326.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00327	Vitvi07g00327	Vitvi07g00327.t01	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00355	Vitvi07g00355	Vitvi07g00355.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00356	Vitvi07g00356	Vitvi07g00356.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00413	Vitvi07g00413	Vitvi07g00413.t01	protein_coding	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00414	Vitvi07g00414	Vitvi07g00414.r01	lincRNA	0	0	0	38	0	0	0	0	0	0	0	3	0	16	0	14	0	0	0	0	0	0	0	0	5
Vitvi07g00414	Vitvi07g00414	Vitvi07g00414.r02	lincRNA	0	0	0	38	0	0	0	0	0	0	0	3	0	16	0	14	0	0	0	0	0	0	0	0	5
Vitvi07g00414	Vitvi07g00414	Vitvi07g00414.t01	protein_coding	3	4	7	24	1	0	0	1	0	0	0	2	1	16	6	0	0	0	0	0	2	1	0	4	5
Vitvi07g00414	Vitvi07g00414	Vitvi07g00414.t02	protein_coding	3	4	7	24	1	0	0	1	0	0	0	2	1	16	6	0	0	0	0	0	2	1	0	4	5
Vitvi07g00415	Vitvi07g00415	Vitvi07g00415.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi07g00421	Vitvi07g00421	Vitvi07g00421.t01	protein_coding	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00422	Vitvi07g00422	Vitvi07g00422.t01	protein_coding	0	1	1	23	2	0	0	0	0	0	0	7	0	15	1	0	0	0	1	0	0	0	0	0	0
Vitvi07g00760	Vitvi07g00760	Vitvi07g00760.t01	protein_coding	0	0	0	78	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	11
Vitvi07g00776	Vitvi07g00776	Vitvi07g00776.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00777	Vitvi07g00777	Vitvi07g00777.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00778	Vitvi07g00778	Vitvi07g00778.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00795	Vitvi07g00795	Vitvi07g00795.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi07g00867	Vitvi07g00867	Vitvi07g00867.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00869	Vitvi07g00869	Vitvi07g00869.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi07g00904	Vitvi07g00904	Vitvi07g00904.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g00905	Vitvi07g00905	Vitvi07g00905.t01	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00905	Vitvi07g00905	Vitvi07g00905.t02	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00905	Vitvi07g00905	Vitvi07g00905.t03	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00910	Vitvi07g00910	Vitvi07g00910.t01	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Vitvi07g00910	Vitvi07g00910	Vitvi07g00910.t02	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Vitvi07g00910	Vitvi07g00910	Vitvi07g00910.t03	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Vitvi07g00910	Vitvi07g00910	Vitvi07g00910.t04	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Vitvi07g00910	Vitvi07g00910	Vitvi07g00910.t05	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Vitvi07g00912	Vitvi07g00912	Vitvi07g00912.t01	protein_coding	0	0	0	26	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g00913	Vitvi07g00913	Vitvi07g00913.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi07g01282	Vitvi07g01282	Vitvi07g01282.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi07g01283	Vitvi07g01283	Vitvi07g01283.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi07g01284	Vitvi07g01284	Vitvi07g01284.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi07g01373	Vitvi07g01373	Vitvi07g01373.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01373	Vitvi07g01373	Vitvi07g01373.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01373	Vitvi07g01373	Vitvi07g01373.t03	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01374	Vitvi07g01374	Vitvi07g01374.t01	protein_coding	0	0	3	6	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	4
Vitvi07g01433	Vitvi07g01433	Vitvi07g01433.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi07g01536	Vitvi07g01536	Vitvi07g01536.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01595	Vitvi07g01595	Vitvi07g01595.t01	protein_coding	0	1	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0
Vitvi07g01596	Vitvi07g01596	Vitvi07g01596.t01	protein_coding	0	0	2	5	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0
Vitvi07g01779	Vitvi07g01779	Vitvi07g01779.t01	protein_coding	0	0	0	32	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01780	Vitvi07g01780	Vitvi07g01780.t01	protein_coding	2	2	13	25	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	1	1	0	2	24
Vitvi07g01781	Vitvi07g01781	Vitvi07g01781.t01	protein_coding	3	1	5	37	0	0	0	0	0	0	0	24	0	7	5	0	1	0	0	0	1	1	0	1	7
Vitvi07g01782	Vitvi07g01782	Vitvi07g01782.t01	protein_coding	0	0	0	26	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23
Vitvi07g01783	Vitvi07g01783	Vitvi07g01783.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01807	Vitvi07g01807	Vitvi07g01807.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi07g01866	Vitvi07g01866	Vitvi07g01866.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g01885	Vitvi07g01885	Vitvi07g01885.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01885	Vitvi07g01885	Vitvi07g01885.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01885	Vitvi07g01885	Vitvi07g01885.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01886	Vitvi07g01886	Vitvi07g01886.t01	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01943	Vitvi07g01943	Vitvi07g01943.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01944	Vitvi07g01944	Vitvi07g01944.t01	protein_coding	0	0	0	19	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi07g01945	Vitvi07g01945	Vitvi07g01945.t01	protein_coding	0	1	0	18	0	0	0	0	0	0	0	12	0	2	0	0	0	0	1	0	0	0	0	0	5
Vitvi07g01946	Vitvi07g01946	Vitvi07g01946.t01	protein_coding	0	0	1	6	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0
Vitvi07g01947	Vitvi07g01947	Vitvi07g01947.t01	protein_coding	0	0	0	25	0	0	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g01959	Vitvi07g01959	Vitvi07g01959.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02151	Vitvi07g02151	Vitvi07g02151.t01	protein_coding	0	2	0	42	0	0	0	0	0	0	0	5	0	16	0	0	0	0	2	0	0	0	0	0	23
Vitvi07g02152	Vitvi07g02152	Vitvi07g02152.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02159	Vitvi07g02159	Vitvi07g02159.t01	protein_coding	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi07g02192	Vitvi07g02192	Vitvi07g02192.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02206	Vitvi07g02206	Vitvi07g02206.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02207	Vitvi07g02207	Vitvi07g02207.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi07g02208	Vitvi07g02208	Vitvi07g02208.t01	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Vitvi07g02224	Vitvi07g02224	Vitvi07g02224.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02225	Vitvi07g02225	Vitvi07g02225.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02226	Vitvi07g02226	Vitvi07g02226.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Vitvi07g02232	Vitvi07g02232	Vitvi07g02232.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02232	Vitvi07g02232	Vitvi07g02232.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02232	Vitvi07g02232	Vitvi07g02232.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02233	Vitvi07g02233	Vitvi07g02233.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi07g02373	Vitvi07g02373	Vitvi07g02373.t01	protein_coding	0	1	2	23	0	0	0	0	0	0	0	16	0	2	2	0	0	0	0	0	0	0	0	1	5
Vitvi07g02574	Vitvi07g02574	Vitvi07g02574.t01	protein_coding	2	1	5	12	0	0	0	0	0	0	1	2	0	6	5	0	0	0	0	0	2	0	0	1	4
Vitvi07g02575	Vitvi07g02575	Vitvi07g02575.r01	lincRNA	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Vitvi07g02685	Vitvi07g02685	Vitvi07g02685.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Vitvi07g02703	Vitvi07g02703	Vitvi07g02703.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi07g02705	Vitvi07g02705	Vitvi07g02705.r01	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00078	Vitvi08g00078	Vitvi08g00078.t01	protein_coding	0	0	0	12	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g00182	Vitvi08g00182	Vitvi08g00182.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
